Id,SalePrice
2054,106014.18
2055,147952.12
2056,147082.98
2057,110468.734
2058,206516.25
2059,133778.89
2060,180453.02
2061,174008.14
2062,133006.95
2063,121736.23
2064,141463.56
2065,97298.555
2066,161210.64
2067,97131.4
2068,153035.92
2069,84314.65
2070,118109.8
2071,106549.25
2072,135829.77
2073,124320.414
2074,188518.73
2075,155697.06
2076,118096.28
2077,172835.38
2078,129068.05
2079,126197.16
2080,124262.93
2081,133850.1
2082,122564.83
2083,151233.95
2084,117224.08
2085,124098.43
2086,105690.24
2087,122949.28
2088,93985.55
2089,88992.72
2090,126577.555
2091,118780.42
2092,116237.32
2093,108158.336
2094,108688.78
2095,165698.05
2096,87667.26
2097,100558.945
2098,160045.05
2099,63964.586
2100,59795.34
2101,118154.52
2102,119079.516
2103,112727.92
2104,116715.3
2105,126992.164
2106,77973.99
2107,183407.52
2108,118750.07
2109,112834.08
2110,116780.54
2111,130007.29
2112,134841.38
2113,123833.49
2114,125970.62
2115,164116.27
2116,111972.44
2117,148001.38
2118,123273.09
2119,119754.28
2120,108575.13
2121,122114.82
2122,122933.81
2123,90819.805
2124,154912.08
2125,118319.484
2126,151070.48
2127,189428.66
2128,124462.89
2129,85405.15
2130,136467.92
2131,148154.88
2132,105476.57
2133,124354.92
2134,122585.164
2135,105870.61
2136,79268.48
2137,105369.8
2138,128312.04
2139,147827.73
2140,140166.31
2141,162685.42
2142,129736.17
2143,155516.61
2144,136472.75
2145,145985.84
2146,171031.58
2147,133161.3
2148,127711.4
2149,139555.7
2150,230107.75
2151,126344.43
2152,92357.23
2153,178772.14
2154,104201.51
2155,132778.2
2156,265656.84
2157,234428.81
2158,243553.16
2159,211799.89
2160,177554.56
2161,227757.48
2162,423505.06
2163,339539.6
2164,246352.64
2165,207736.6
2166,163657.06
2167,223471.36
2168,204919.28
2169,192812.89
2170,219998.36
2171,161379.84
2172,130307.055
2173,190721.28
2174,222535.17
2175,282195.94
2176,306039.6
2177,239219.45
2178,205761.16
2179,139613.61
2180,214185.98
2181,188447.72
2182,222909.22
2183,187183.53
2184,118311.36
2185,116037.734
2186,188494.28
2187,152349.61
2188,152762.52
2189,301586.38
2190,83535.734
2191,75240.94
2192,82272.95
2193,114086.96
2194,108317.09
2195,118545.83
2196,106422.01
2197,127173.95
2198,165227.66
2199,199850.36
2200,148735.45
2201,149909.86
2202,208961.95
2203,137078.11
2204,196147.95
2205,129909.625
2206,145801.2
2207,223468.6
2208,271781.2
2209,263107.78
2210,125008.305
2211,121058.375
2212,132396.34
2213,112187.71
2214,128950.914
2215,109419.5
2216,158899.84
2217,44596.812
2218,70187.6
2219,63306.496
2220,58867.734
2221,316500.2
2222,295259.16
2223,269663.84
2224,204507.94
2225,125062.33
2226,185747.23
2227,194118.81
2228,257698.14
2229,252682.23
2230,154830.55
2231,209500.9
2232,183386.88
2233,179545.95
2234,235285.98
2235,219650.56
2236,252670.9
2237,310468.22
2238,194028.48
2239,105639.05
2240,151070.64
2241,164954.95
2242,117703.76
2243,123310.016
2244,99896.836
2245,97684.77
2246,135246.55
2247,113248.695
2248,125779.87
2249,124226.31
2250,130545.375
2251,78626.555
2252,182993.97
2253,156228.5
2254,175580.08
2255,188908.9
2256,168866.9
2257,220369.83
2258,159546.27
2259,181750.94
2260,143248.39
2261,204219.3
2262,222082.75
2263,391684.5
2264,583158.7
2265,162839.88
2266,303566.75
2267,390582.62
2268,526593.8
2269,148990.42
2270,192619.0
2271,215371.75
2272,171783.36
2273,155295.05
2274,184278.19
2275,163105.17
2276,198507.97
2277,188991.08
2278,145823.45
2279,144422.31
2280,109299.35
2281,159401.47
2282,177534.08
2283,109277.67
2284,116732.88
2285,144495.88
2286,128131.67
2287,361560.75
2288,277813.47
2289,374576.16
2290,491351.3
2291,335352.53
2292,443159.56
2293,496023.66
2294,407896.56
2295,527183.75
2296,289897.84
2297,343529.2
2298,341973.94
2299,370332.62
2300,338970.5
2301,316497.16
2302,258372.16
2303,247399.64
2304,253571.56
2305,201922.28
2306,196161.05
2307,202241.23
2308,233768.66
2309,273730.5
2310,209920.9
2311,212329.36
2312,171166.69
2313,170436.28
2314,173899.31
2315,181192.64
2316,188201.31
2317,196683.69
2318,181571.98
2319,185058.19
2320,186086.95
2321,236624.88
2322,186361.69
2323,192116.7
2324,176261.06
2325,209847.84
2326,172850.38
2327,199165.03
2328,217169.84
2329,198721.25
2330,189866.52
2331,345513.38
2332,396422.53
2333,323253.94
2334,245510.19
2335,278236.62
2336,309826.38
2337,191019.81
2338,254601.64
2339,206714.28
2340,383866.97
2341,205434.3
2342,229609.5
2343,230772.11
2344,207624.1
2345,225270.47
2346,211834.44
2347,197560.28
2348,240896.86
2349,176724.77
2350,310636.75
2351,253056.52
2352,240628.45
2353,247337.6
2354,147856.77
2355,147281.31
2356,145049.66
2357,187291.39
2358,197414.31
2359,138341.89
2360,118591.74
2361,153206.33
2362,275182.4
2363,131231.66
2364,153100.0
2365,209976.77
2366,196702.81
2367,220526.23
2368,218577.55
2369,216013.53
2370,177341.17
2371,166064.11
2372,197820.08
2373,291170.44
2374,329994.72
2375,249887.3
2376,299814.44
2377,361571.78
2378,159374.72
2379,209713.2
2380,154382.9
2381,180060.55
2382,207784.34
2383,198839.17
2384,239733.08
2385,160149.17
2386,136874.45
2387,132665.17
2388,99985.375
2389,115817.61
2390,153183.69
2391,149299.5
2392,121495.09
2393,175271.23
2394,143964.11
2395,217700.27
2396,138720.27
2397,229071.02
2398,133736.8
2399,70743.016
2400,78903.055
2401,148759.14
2402,137220.03
2403,148961.16
2404,152925.19
2405,163898.38
2406,147562.08
2407,129057.58
2408,140507.06
2409,119949.27
2410,169427.31
2411,113710.05
2412,157824.84
2413,130872.97
2414,166884.28
2415,135673.62
2416,124964.445
2417,140127.56
2418,142710.2
2419,131955.16
2420,123112.375
2421,232954.78
2422,102784.32
2423,107261.086
2424,157196.2
2425,193564.22
2426,125803.5
2427,122846.97
2428,179509.31
2429,116785.44
2430,135851.9
2431,116210.83
2432,150515.69
2433,149699.98
2434,139255.11
2435,151443.81
2436,117809.43
2437,108640.49
2438,129603.36
2439,98105.64
2440,127084.6
2441,88186.984
2442,101424.9
2443,129807.58
2444,131077.44
2445,91302.48
2446,130594.19
2447,164138.17
2448,126492.484
2449,113665.805
2450,150497.17
2451,117475.21
2452,195201.66
2453,97230.1
2454,116547.45
2455,107661.28
2456,135895.58
2457,143095.47
2458,135565.5
2459,112047.85
2460,143117.17
2461,131146.72
2462,131859.92
2463,127314.36
2464,173212.75
2465,137644.94
2466,121269.945
2467,121386.58
2468,93040.86
2469,91627.484
2470,200665.08
2471,240504.11
2472,163951.84
2473,130002.45
2474,59139.406
2475,207699.16
2476,124041.76
2477,127931.914
2478,157817.47
2479,104772.984
2480,149900.28
2481,119324.49
2482,118831.3
2483,112056.94
2484,119500.9
2485,130644.89
2486,150408.48
2487,155143.61
2488,167767.84
2489,156213.31
2490,105869.6
2491,86290.57
2492,204580.7
2493,143170.28
2494,132654.67
2495,81900.01
2496,241391.08
2497,155984.2
2498,119316.53
2499,88051.516
2500,136622.38
2501,136929.3
2502,141976.2
2503,97052.32
2504,345875.38
2505,235369.25
2506,241776.06
2507,280638.53
2508,241113.61
2509,209977.36
2510,213433.78
2511,170273.98
2512,204564.31
2513,221469.81
2514,319110.03
2515,160243.28
2516,177986.38
2517,159164.05
2518,157841.86
2519,239333.55
2520,219900.4
2521,183884.42
2522,223497.58
2523,117231.68
2524,136192.95
2525,190217.39
2526,148542.95
2527,119787.41
2528,146841.36
2529,110497.5
2530,134088.12
2531,257893.34
2532,225122.06
2533,194010.17
2534,227098.56
2535,295912.84
2536,235593.36
2537,247907.67
2538,182635.69
2539,182724.36
2540,177491.77
2541,177823.5
2542,160793.16
2543,116033.97
2544,121019.82
2545,129065.09
2546,125059.7
2547,132473.64
2548,156174.88
2549,155633.83
2550,1.4713778e+06
2551,140436.33
2552,140654.81
2553,75611.68
2554,85231.11
2555,122635.914
2556,102163.266
2557,106459.26
2558,141020.81
2559,148324.11
2560,157988.39
2561,157396.47
2562,149038.73
2563,156854.77
2564,213841.27
2565,161976.55
2566,181526.78
2567,152884.2
2568,205819.25
2569,238774.31
2570,119177.79
2571,204597.88
2572,145869.64
2573,215342.98
2574,197878.94
2575,138527.92
2576,153684.56
2577,143958.89
2578,86954.26
2579,60245.816
2580,74322.24
2581,92363.305
2582,105798.445
2583,288484.12
2584,170122.55
2585,182686.2
2586,219358.34
2587,197944.62
2588,149947.03
2589,153037.52
2590,200274.69
2591,227827.44
2592,207418.27
2593,229520.83
2594,177436.58
2595,196082.88
2596,275355.9
2597,188321.97
2598,282624.44
2599,387034.88
2600,285989.2
2601,137309.56
2602,85178.695
2603,92196.09
2604,92256.516
2605,82413.91
2606,140469.28
2607,214723.67
2608,173880.4
2609,176952.44
2610,106045.53
2611,190690.36
2612,159816.72
2613,130098.08
2614,126171.05
2615,155119.94
2616,148820.86
2617,192338.16
2618,163929.02
2619,195136.7
2620,195864.95
2621,177367.56
2622,177647.39
2623,236522.67
2624,304744.12
2625,314580.0
2626,177409.17
2627,170783.34
2628,529094.2
2629,538616.06
2630,382966.34
2631,525812.5
2632,421397.2
2633,304010.6
2634,435300.28
2635,148190.34
2636,170907.98
2637,174365.78
2638,253116.38
2639,179738.34
2640,144767.6
2641,109762.93
2642,181631.38
2643,108267.11
2644,119556.64
2645,113458.195
2646,98633.805
2647,107159.555
2648,147738.38
2649,158329.88
2650,134021.77
2651,146117.89
2652,431717.94
2653,252264.0
2654,266382.9
2655,424515.2
2656,321273.78
2657,363083.53
2658,320042.3
2659,299793.28
2660,373316.6
2661,349026.88
2662,362247.9
2663,292855.56
2664,267216.22
2665,330833.84
2666,269416.56
2667,173545.6
2668,178503.81
2669,179942.97
2670,266495.75
2671,184662.94
2672,196628.55
2673,203907.14
2674,198055.1
2675,177292.14
2676,188584.9
2677,204931.4
2678,227097.48
2679,265119.53
2680,277638.38
2681,406641.25
2682,311807.03
2683,606252.06
2684,296702.94
2685,328378.88
2686,244942.36
2687,306397.3
2688,208179.66
2689,204930.81
2690,437566.56
2691,193267.25
2692,147621.62
2693,201543.28
2694,133193.3
2695,191360.4
2696,183416.44
2697,190627.27
2698,196101.02
2699,167397.38
2700,149679.3
2701,143775.19
2702,108483.33
2703,124952.766
2704,142574.44
2705,112923.75
2706,107786.51
2707,114678.086
2708,134366.8
2709,101057.23
2710,132110.4
2711,387170.34
2712,389375.78
2713,175087.64
2714,156896.52
2715,171513.75
2716,150711.75
2717,196012.2
2718,222622.62
2719,166325.62
2720,176897.61
2721,135689.28
2722,168559.6
2723,137441.1
2724,130754.7
2725,130618.1
2726,160094.66
2727,184977.2
2728,183322.19
2729,156355.5
2730,148724.25
2731,134122.02
2732,127356.375
2733,166443.69
2734,139456.19
2735,141262.56
2736,144823.39
2737,123332.24
2738,136633.44
2739,155144.8
2740,140146.14
2741,142331.94
2742,154727.67
2743,166039.4
2744,169452.36
2745,145173.66
2746,143242.66
2747,141480.97
2748,126909.836
2749,133673.42
2750,125516.01
2751,141321.44
2752,163380.89
2753,151546.39
2754,233928.78
2755,147118.75
2756,103611.31
2757,67528.76
2758,99003.42
2759,171766.16
2760,124698.73
2761,142531.34
2762,141660.81
2763,183124.9
2764,137059.28
2765,279735.88
2766,113612.164
2767,90945.48
2768,121991.79
2769,135846.47
2770,135712.45
2771,105539.555
2772,110782.805
2773,172830.27
2774,151095.27
2775,110817.15
2776,140144.12
2777,162401.28
2778,106511.56
2779,120323.12
2780,95136.87
2781,104964.01
2782,109377.14
2783,105332.02
2784,129198.71
2785,141909.47
2786,71814.65
2787,120010.6
2788,82892.37
2789,166598.2
2790,95657.625
2791,124899.39
2792,53743.258
2793,116300.08
2794,106163.31
2795,118781.78
2796,103481.95
2797,241449.56
2798,99335.57
2799,104608.65
2800,73081.34
2801,108959.86
2802,121818.445
2803,177386.0
2804,123551.914
2805,97504.12
2806,90448.82
2807,264676.66
2808,147741.61
2809,132809.11
2810,125278.03
2811,161056.2
2812,176605.48
2813,163410.03
2814,167300.34
2815,98575.51
2816,239350.2
2817,165533.16
2818,136307.3
2819,181288.73
2820,139464.56
2821,104019.12
2822,169413.73
2823,386745.22
2824,179655.75
2825,142664.2
2826,135771.1
2827,134235.27
2828,220757.7
2829,217282.53
2830,228154.89
2831,169630.38
2832,248351.12
2833,292527.84
2834,221186.97
2835,218892.95
2836,187722.34
2837,158358.56
2838,156299.3
2839,178768.05
2840,209995.39
2841,198760.11
2842,228679.0
2843,154602.73
2844,167675.7
2845,130092.87
2846,205766.25
2847,222264.97
2848,210056.48
2849,193299.14
2850,268750.12
2851,205835.34
2852,234095.48
2853,237326.6
2854,139983.84
2855,200854.62
2856,198181.11
2857,186740.28
2858,200888.53
2859,105929.59
2860,141402.19
2861,121067.375
2862,176116.22
2863,133917.0
2864,249503.44
2865,142336.28
2866,136826.44
2867,125135.1
2868,93786.414
2869,102330.5
2870,110347.33
2871,84620.59
2872,67713.07
2873,100466.64
2874,135434.86
2875,124586.16
2876,160264.38
2877,157879.05
2878,170031.23
2879,138409.06
2880,109911.47
2881,150675.1
2882,191471.22
2883,208979.89
2884,171477.11
2885,178036.11
2886,250411.66
2887,103645.91
2888,146965.48
2889,64315.082
2890,92037.086
2891,143893.42
2892,38172.348
2893,61726.754
2894,46215.51
2895,342931.8
2896,291496.62
2897,208288.47
2898,136360.86
2899,194440.08
2900,162889.27
2901,209442.78
2902,157320.08
2903,319926.34
2904,338622.5
2905,49056.074
2906,191081.39
2907,108687.23
2908,134245.11
2909,139452.45
2910,78811.45
2911,85723.39
2912,149221.36
2913,84438.57
2914,78210.07
2915,86668.13
2916,87583.445
2917,175808.62
2918,117062.54
2919,221298.17
